county,county_fips,place,place_fips,state_fips,Unnamed: 0,Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Extracted Name,name
,,,,49,10536,Winnsboro Police Dept,UT,12,3494.0,12.0,0,1.0,0,11,50.0,19,27.0,4,343.4,0.0,28.6,0.0,314.8,1431.0,543.8,772.8,114.5,winnsboro,"winnsboro, ut"
,,,,49,10537,Winters Police Dept,UT,12,2605.0,15.0,0,3.0,0,12,31.0,19,10.0,2,575.8,0.0,115.2,0.0,460.7,1190.0,729.4,383.9,76.8,winters,"winters, ut"
,,,,49,10538,Wise County Sheriff Department,UT,12,,64.0,1,3.0,6,54,542.0,193,304.0,45,,,,,,,,,,wise county,"wise county, ut"
,,,,49,10539,Wolfe City Police Dept,UT,12,1440.0,7.0,0,1.0,2,4,28.0,10,15.0,3,486.1,0.0,69.4,138.9,277.8,1944.4,694.4,1041.7,208.3,wolfe city,"wolfe city, ut"
,,,,49,10540,Wolfforth Police Dept,UT,12,3795.0,4.0,0,0.0,0,4,32.0,11,19.0,2,105.4,0.0,0.0,0.0,105.4,843.2,289.9,500.7,52.7,wolfforth,"wolfforth, ut"
,,,,49,10541,Wood County Sheriff Office,UT,12,,28.0,1,2.0,2,23,565.0,202,334.0,29,,,,,,,,,,wood county,"wood county, ut"
,,,,49,10542,Woodville Police Dept,UT,12,2613.0,0.0,0,0.0,0,0,28.0,7,21.0,0,0.0,0.0,0.0,0.0,0.0,1071.6,267.9,803.7,0.0,woodville,"woodville, ut"
,,,,49,10543,Woodway Public Safety Dept,UT,12,8587.0,11.0,0,5.0,1,5,134.0,13,119.0,2,128.1,0.0,58.2,11.6,58.2,1560.5,151.4,1385.8,23.3,woodway,"woodway, ut"
,,,,49,10544,Wortham Town Police Dept,UT,12,1083.0,5.0,0,0.0,1,4,24.0,5,16.0,3,461.7,0.0,0.0,92.3,369.3,2216.1,461.7,1477.4,277.0,wortham town,"wortham town, ut"
,,,,49,10545,Wylie Police Dept,UT,12,43645.0,28.0,2,1.0,3,22,613.0,100,485.0,28,64.2,4.6,2.3,6.9,50.4,1404.5,229.1,1111.2,64.2,wylie,"wylie, ut"
,,,,49,10546,Yoakum County Sheriff Department,UT,12,,6.0,1,3.0,2,0,61.0,18,37.0,6,,,,,,,,,,yoakum county,"yoakum county, ut"
,,,,49,10547,Yoakum Police Dept,UT,12,5935.0,9.0,0,0.0,1,8,189.0,74,108.0,7,151.6,0.0,0.0,16.8,134.8,3184.5,1246.8,1819.7,117.9,yoakum,"yoakum, ut"
,,,,49,10548,Yorktown Police Dept,UT,12,2142.0,7.0,0,3.0,0,4,30.0,11,19.0,0,326.8,0.0,140.1,0.0,186.7,1400.6,513.5,887.0,0.0,yorktown,"yorktown, ut"
,,,,49,10549,Young County Sheriff Department,UT,12,,4.0,0,0.0,0,4,77.0,29,46.0,2,,,,,,,,,,young county,"young county, ut"
,,,,49,10550,Zapata County Sheriff Office,UT,12,,30.0,0,1.0,1,28,167.0,73,80.0,14,,,,,,,,,,zapata county,"zapata county, ut"
,,,,49,10551,Zavala County Sheriff Department,UT,12,,20.0,0,0.0,1,19,69.0,32,33.0,4,,,,,,,,,,zavala county,"zavala county, ut"
,,aberdeen city,100,53,10552,Aberdeen Police Dept,WA,12,17000.0,59.0,1,13.0,18,27,907.0,221,605.0,81,347.1,5.9,76.5,105.9,158.8,5335.3,1300.0,3558.8,476.5,aberdeen,"aberdeen, wa"
,,,,53,10553,Abingdon Police Dept,WA,12,8273.0,14.0,2,1.0,3,8,270.0,36,227.0,7,169.2,24.2,12.1,36.3,96.7,3263.6,435.2,2743.9,84.6,abingdon,"abingdon, wa"
,,,,53,10554,Accomack County Sheriff Office,WA,12,,43.0,2,5.0,11,25,489.0,159,318.0,12,,,,,,,,,,accomack county,"accomack county, wa"
adams county,001,,,53,10555,Adams County Sheriff Office,WA,12,,19.0,0,7.0,2,10,261.0,84,147.0,30,,,,,,,,,,adams county,"adams county, wa"
adams county,001,,,53,10556,Adams,WA,12,,19.0,0,6.0,6,7,450.0,185,249.0,16,,,,,,,,,,adams,"adams, wa"
adams county,001,,,53,10557,Adams Police Dept,WA,12,1957.0,3.0,0,0.0,0,3,97.0,25,72.0,0,153.3,0.0,0.0,0.0,153.3,4956.6,1277.5,3679.1,0.0,adams,"adams, wa"
,,airway heights city,905,53,10558,Airway Heights Police Dept,WA,12,6198.0,10.0,0,1.0,9,0,328.0,67,236.0,25,161.3,0.0,16.1,145.2,0.0,5292.0,1081.0,3807.7,403.4,airway heights,"airway heights, wa"
,,,,53,10559,Albany Police Dept,WA,12,1022.0,5.0,0,0.0,0,5,24.0,3,20.0,1,489.2,0.0,0.0,0.0,489.2,2348.3,293.5,1956.9,97.8,albany,"albany, wa"
,,,,53,10560,Albemarle County Police Department,WA,12,,99.0,4,22.0,17,56,1469.0,232,1187.0,50,,,,,,,,,,albemarle county,"albemarle county, wa"
,,,,53,10561,Alexandria Police Dept,WA,12,145892.0,243.0,0,9.0,138,96,2990.0,281,2383.0,326,166.6,0.0,6.2,94.6,65.8,2049.5,192.6,1633.4,223.5,alexandria,"alexandria, wa"
,,,,53,10562,Algoma Police Dept,WA,12,3177.0,4.0,0,2.0,0,2,99.0,2,95.0,2,125.9,0.0,63.0,0.0,63.0,3116.1,63.0,2990.2,63.0,algoma,"algoma, wa"
,,algona city,1290,53,10563,Algona Police Dept,WA,12,3104.0,2.0,0,0.0,1,1,75.0,13,56.0,6,64.4,0.0,0.0,32.2,32.2,2416.2,418.8,1804.1,193.3,algona,"algona, wa"
,,,,53,10564,Alleghany County Sheriff Office,WA,12,,11.0,1,1.0,1,8,150.0,46,102.0,2,,,,,,,,,,alleghany county,"alleghany county, wa"
,,,,53,10565,Altavista Police Dept,WA,12,3500.0,5.0,0,0.0,0,5,79.0,11,65.0,3,142.9,0.0,0.0,0.0,142.9,2257.1,314.3,1857.1,85.7,altavista,"altavista, wa"
,,,,53,10566,Altoona City Police Dept,WA,12,6806.0,36.0,0,5.0,2,29,106.0,15,87.0,4,528.9,0.0,73.5,29.4,426.1,1557.4,220.4,1278.3,58.8,altoona city,"altoona city, wa"
,,,,53,10567,Amelia County Sheriff Office,WA,12,,24.0,0,1.0,0,23,145.0,34,99.0,12,,,,,,,,,,amelia county,"amelia county, wa"
,,,,53,10568,Amery Police Dept,WA,12,2898.0,4.0,0,0.0,0,4,51.0,16,35.0,0,138.0,0.0,0.0,0.0,138.0,1759.8,552.1,1207.7,0.0,amery,"amery, wa"
,,,,53,10569,Amherst County Sheriff Office,WA,12,,15.0,0,7.0,1,7,504.0,125,365.0,14,,,,,,,,,,amherst county,"amherst county, wa"
,,,,53,10570,Amherst Police Dept,WA,12,2242.0,0.0,0,0.0,0,0,27.0,5,21.0,1,0.0,0.0,0.0,0.0,0.0,1204.3,223.0,936.7,44.6,amherst,"amherst, wa"
,,anacortes city,1990,53,10571,Anacortes Police Dept,WA,12,16097.0,16.0,0,1.0,2,13,577.0,157,386.0,34,99.4,0.0,6.2,12.4,80.8,3584.5,975.3,2398.0,211.2,anacortes,"anacortes, wa"
,,,,53,10572,Antigo Police Dept,WA,12,8177.0,24.0,0,0.0,0,24,551.0,83,448.0,20,293.5,0.0,0.0,0.0,293.5,6738.4,1015.0,5478.8,244.6,antigo,"antigo, wa"
,,,,53,10573,Appalachia Police Dept,WA,12,1778.0,5.0,0,0.0,1,4,71.0,27,44.0,0,281.2,0.0,0.0,56.2,225.0,3993.3,1518.6,2474.7,0.0,appalachia,"appalachia, wa"
,,,,53,10574,Appleton Police Dept,WA,12,73431.0,213.0,0,28.0,22,163,1392.0,254,1111.0,27,290.1,0.0,38.1,30.0,222.0,1895.7,345.9,1513.0,36.8,appleton,"appleton, wa"
,,,,53,10575,Appomattox County Sheriff Office,WA,12,,5.0,0,0.0,1,4,134.0,34,95.0,5,,,,,,,,,,appomattox county,"appomattox county, wa"
,,arlington city,2585,53,10576,Arlington Police Dept,WA,12,18332.0,32.0,2,3.0,9,18,900.0,173,653.0,74,174.6,10.9,16.4,49.1,98.2,4909.4,943.7,3562.1,403.7,arlington,"arlington, wa"
,,,,53,10577,Arlington County Police Department,WA,12,,305.0,5,31.0,117,152,3855.0,286,3383.0,186,,,,,,,,,,arlington county,"arlington county, wa"
,,,,53,10578,Ashland Police Dept,WA,12,7336.0,26.0,0,2.0,4,20,234.0,12,214.0,8,354.4,0.0,27.3,54.5,272.6,3189.7,163.6,2917.1,109.1,ashland,"ashland, wa"
asotin county,003,,,53,10579,Asotin County Sheriff Office,WA,12,,27.0,0,4.0,1,22,208.0,52,141.0,15,,,,,,,,,,asotin county,"asotin county, wa"
,,auburn city,3180,53,10580,Auburn Police Dept,WA,12,72218.0,248.0,6,23.0,110,109,3985.0,984,2415.0,586,343.4,8.3,31.8,152.3,150.9,5518.0,1362.5,3344.0,811.4,auburn,"auburn, wa"
,,,,53,10581,Augusta County Sheriff Office,WA,12,,86.0,2,7.0,2,75,847.0,131,676.0,40,,,,,,,,,,augusta county,"augusta county, wa"
,,bainbridge island city,3736,53,10582,Bainbridge Island Police Dept,WA,12,23490.0,12.0,0,4.0,0,8,288.0,54,225.0,9,51.1,0.0,17.0,0.0,34.1,1226.1,229.9,957.9,38.3,bainbridge island,"bainbridge island, wa"
,,,,53,10583,Barre City Police Dept,WA,12,9060.0,22.0,0,8.0,2,12,463.0,83,374.0,6,242.8,0.0,88.3,22.1,132.5,5110.4,916.1,4128.0,66.2,barre city,"barre city, wa"
,,,,53,10584,Barre Town Police Dept,WA,12,7932.0,7.0,0,1.0,1,5,190.0,33,151.0,6,88.3,0.0,12.6,12.6,63.0,2395.4,416.0,1903.7,75.6,barre town,"barre town, wa"
,,,,53,10585,Bath County Sheriff Office,WA,12,,1.0,0,0.0,1,0,25.0,7,18.0,0,,,,,,,,,,bath county,"bath county, wa"
,,battle ground city,4475,53,10586,Battle Ground Police Dept,WA,12,18068.0,28.0,0,5.0,4,19,361.0,53,277.0,31,155.0,0.0,27.7,22.1,105.2,1998.0,293.3,1533.1,171.6,battle ground,"battle ground, wa"
,,,,53,10587,Bedford County Sheriff Office,WA,12,,36.0,1,5.0,2,28,754.0,227,491.0,36,,,,,,,,,,bedford county,"bedford county, wa"
,,,,53,10588,Bedford Police Dept,WA,12,6249.0,12.0,0,3.0,3,6,205.0,20,176.0,9,192.0,0.0,48.0,48.0,96.0,3280.5,320.1,2816.5,144.0,bedford,"bedford, wa"
,,bellevue city,5210,53,10589,Bellevue Police Dept,WA,12,126022.0,161.0,2,26.0,67,66,3503.0,685,2649.0,169,127.8,1.6,20.6,53.2,52.4,2779.7,543.6,2102.0,134.1,bellevue,"bellevue, wa"
,,bellingham city,5280,53,10590,Bellingham Police Dept,WA,12,82665.0,220.0,0,29.0,53,138,3975.0,614,3223.0,138,266.1,0.0,35.1,64.1,166.9,4808.6,742.8,3898.9,166.9,bellingham,"bellingham, wa"
,,,,53,10591,Bellows Falls Police Dept,WA,12,3129.0,14.0,0,1.0,2,11,91.0,20,68.0,3,447.4,0.0,32.0,63.9,351.6,2908.3,639.2,2173.2,95.9,bellows falls,"bellows falls, wa"
,,,,53,10592,Bennington Police Dept,WA,12,15691.0,27.0,0,2.0,3,22,574.0,145,405.0,24,172.1,0.0,12.7,19.1,140.2,3658.1,924.1,2581.1,153.0,bennington,"bennington, wa"
benton county,005,,,53,10593,Benton County Sheriff Office,WA,12,,67.0,0,8.0,5,54,527.0,159,332.0,36,,,,,,,,,,benton county,"benton county, wa"
,,,,53,10594,Berlin Town Police Dept,WA,12,2884.0,9.0,0,1.0,1,7,89.0,0,89.0,0,312.1,0.0,34.7,34.7,242.7,3086.0,0.0,3086.0,0.0,berlin town,"berlin town, wa"
,,,,53,10595,Berryville Town Police Dept,WA,12,4299.0,1.0,0,0.0,0,1,39.0,2,35.0,2,23.3,0.0,0.0,0.0,23.3,907.2,46.5,814.1,46.5,berryville town,"berryville town, wa"
,,,,53,10596,Big Stone Gap Police Dept,WA,12,5684.0,7.0,0,1.0,2,4,187.0,37,145.0,5,123.2,0.0,17.6,35.2,70.4,3289.9,651.0,2551.0,88.0,big stone gap,"big stone gap, wa"
,,,,53,10597,Bingen Town Police Dept,WA,12,731.0,0.0,0,0.0,0,0,27.0,5,20.0,2,0.0,0.0,0.0,0.0,0.0,3693.6,684.0,2736.0,273.6,bingen town,"bingen town, wa"
,,black diamond city,6330,53,10598,Black Diamond Police Dept,WA,12,4279.0,1.0,0,0.0,1,0,71.0,13,47.0,11,23.4,0.0,0.0,23.4,0.0,1659.3,303.8,1098.4,257.1,black diamond,"black diamond, wa"
,,,,53,10599,Blacksburg Police Dept,WA,12,43070.0,39.0,0,12.0,11,16,475.0,80,377.0,18,90.6,0.0,27.9,25.5,37.1,1102.9,185.7,875.3,41.8,blacksburg,"blacksburg, wa"
,,,,53,10600,Blackstone Police Dept,WA,12,3656.0,14.0,2,0.0,3,9,97.0,14,76.0,7,382.9,54.7,0.0,82.1,246.2,2653.2,382.9,2078.8,191.5,blackstone,"blackstone, wa"
,,,,53,10601,Blaine Dept Of Public Safety,WA,12,4791.0,7.0,0,0.0,1,6,140.0,23,116.0,1,146.1,0.0,0.0,20.9,125.2,2922.1,480.1,2421.2,20.9,blaine dept of public safety,"blaine dept of public safety, wa"
,,,,53,10602,Bland County Sheriff Office,WA,12,,1.0,0,0.0,1,0,63.0,17,46.0,0,,,,,,,,,,bland county,"bland county, wa"
,,,,53,10603,Bluefield Police Dept,WA,12,5462.0,12.0,0,1.0,0,11,240.0,22,211.0,7,219.7,0.0,18.3,0.0,201.4,4394.0,402.8,3863.1,128.2,bluefield,"bluefield, wa"
,,bonney lake city,7170,53,10604,Bonney Lake Police Dept,WA,12,17751.0,19.0,0,1.0,6,12,529.0,122,370.0,37,107.0,0.0,5.6,33.8,67.6,2980.1,687.3,2084.4,208.4,bonney lake,"bonney lake, wa"
,,,,53,10605,Botetourt County Sheriff Office,WA,12,,25.0,0,3.0,1,21,285.0,74,202.0,9,,,,,,,,,,botetourt county,"botetourt county, wa"
,,bothell city,7380,53,10606,Bothell Police Dept,WA,12,34389.0,35.0,1,7.0,8,19,893.0,179,654.0,60,101.8,2.9,20.4,23.3,55.3,2596.8,520.5,1901.8,174.5,bothell,"bothell, wa"
,,,,53,10607,Bowling Green Police Dept,WA,12,1127.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling green,"bowling green, wa"
,,,,53,10608,Boykins Police Dept,WA,12,565.0,0.0,0,0.0,0,0,14.0,2,12.0,0,0.0,0.0,0.0,0.0,0.0,2477.9,354.0,2123.9,0.0,boykins,"boykins, wa"
,,,,53,10609,Bradford Police Dept,WA,12,2802.0,0.0,0,0.0,0,0,17.0,2,14.0,1,0.0,0.0,0.0,0.0,0.0,606.7,71.4,499.6,35.7,bradford,"bradford, wa"
,,,,53,10610,Brandon Town Police Dept,WA,12,3940.0,1.0,0,0.0,0,1,100.0,40,58.0,2,25.4,0.0,0.0,0.0,25.4,2538.1,1015.2,1472.1,50.8,brandon town,"brandon town, wa"
,,,,53,10611,Brattleboro Police Dept,WA,12,11970.0,39.0,0,2.0,13,24,421.0,62,347.0,12,325.8,0.0,16.7,108.6,200.5,3517.1,518.0,2898.9,100.3,brattleboro,"brattleboro, wa"
,,bremerton city,7695,53,10612,Bremerton Police Dept,WA,12,39434.0,230.0,1,38.0,44,147,2123.0,444,1487.0,192,583.3,2.5,96.4,111.6,372.8,5383.7,1125.9,3770.9,486.9,bremerton,"bremerton, wa"
,,brewster city,7835,53,10613,Brewster Police Dept,WA,12,2409.0,4.0,0,2.0,0,2,34.0,18,14.0,2,166.0,0.0,83.0,0.0,83.0,1411.4,747.2,581.2,83.0,brewster,"brewster, wa"
,,,,53,10614,Bridgewater Police Dept,WA,12,5722.0,3.0,0,1.0,0,2,87.0,59,27.0,1,52.4,0.0,17.5,0.0,35.0,1520.4,1031.1,471.9,17.5,bridgewater,"bridgewater, wa"
,,brier city,7940,53,10615,Brier Police Dept,WA,12,6225.0,1.0,0,0.0,0,1,97.0,33,58.0,6,16.1,0.0,0.0,0.0,16.1,1558.2,530.1,931.7,96.4,brier,"brier, wa"
,,,,53,10616,Bristol Police Dept,WA,12,17946.0,60.0,2,5.0,17,36,653.0,117,505.0,31,334.3,11.1,27.9,94.7,200.6,3638.7,652.0,2814.0,172.7,bristol,"bristol, wa"
,,,,53,10617,Bristol Police Dept,WA,12,3882.0,2.0,0,0.0,0,2,24.0,7,17.0,0,51.5,0.0,0.0,0.0,51.5,618.2,180.3,437.9,0.0,bristol,"bristol, wa"
,,,,53,10618,Broadway Police Dept,WA,12,3745.0,1.0,0,0.0,0,1,4.0,0,2.0,2,26.7,0.0,0.0,0.0,26.7,106.8,0.0,53.4,53.4,broadway,"broadway, wa"
,,,,53,10619,Brookneal Police Dept,WA,12,1127.0,0.0,0,0.0,0,0,17.0,1,16.0,0,0.0,0.0,0.0,0.0,0.0,1508.4,88.7,1419.7,0.0,brookneal,"brookneal, wa"
,,,,53,10620,Brunswick County Sheriff Office,WA,12,,9.0,0,1.0,2,6,113.0,49,52.0,12,,,,,,,,,,brunswick county,"brunswick county, wa"
,,,,53,10621,Buchanan County Sheriff Office,WA,12,,33.0,1,2.0,3,27,429.0,113,295.0,21,,,,,,,,,,buchanan county,"buchanan county, wa"
,,,,53,10622,Buckingham County Sheriff Office,WA,12,,28.0,0,4.0,4,20,397.0,208,165.0,24,,,,,,,,,,buckingham county,"buckingham county, wa"
,,buckley city,8570,53,10623,Buckley Police Dept,WA,12,4933.0,3.0,0,1.0,1,1,130.0,41,81.0,8,60.8,0.0,20.3,20.3,20.3,2635.3,831.1,1642.0,162.2,buckley,"buckley, wa"
,,,,53,10624,Buena Vista Police Dept,WA,12,6709.0,3.0,0,1.0,0,2,41.0,3,38.0,0,44.7,0.0,14.9,0.0,29.8,611.1,44.7,566.4,0.0,buena vista,"buena vista, wa"
,,burien city,8850,53,10625,Burien,WA,12,34310.0,267.0,2,44.0,95,126,2560.0,584,1388.0,588,778.2,5.8,128.2,276.9,367.2,7461.4,1702.1,4045.5,1713.8,burien,"burien, wa"
,,,,53,10626,Burkeville,WA,12,437.0,0.0,0,0.0,0,0,8.0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,1830.7,0.0,1830.7,0.0,burkeville,"burkeville, wa"
,,burlington city,8920,53,10627,Burlington Police Dept,WA,12,42616.0,100.0,0,19.0,14,67,1485.0,307,1178.0,0,234.7,0.0,44.6,32.9,157.2,3484.6,720.4,2764.2,0.0,burlington,"burlington, wa"
,,burlington city,8920,53,10628,Burlington Police Dept,WA,12,8557.0,26.0,0,7.0,11,8,919.0,108,775.0,36,303.8,0.0,81.8,128.5,93.5,10739.7,1262.1,9056.9,420.7,burlington,"burlington, wa"
,,camas city,9480,53,10629,Camas Police Dept,WA,12,19905.0,12.0,0,2.0,1,9,401.0,90,293.0,18,60.3,0.0,10.0,5.0,45.2,2014.6,452.1,1472.0,90.4,camas,"camas, wa"
,,,,53,10630,Campbell County Sheriff Office,WA,12,,60.0,2,13.0,8,37,768.0,163,568.0,37,,,,,,,,,,campbell county,"campbell county, wa"
,,,,53,10631,Cape Charles Police Dept,WA,12,1019.0,2.0,0,2.0,0,0,7.0,1,5.0,1,196.3,0.0,196.3,0.0,0.0,686.9,98.1,490.7,98.1,cape charles,"cape charles, wa"
,,carnation city,10215,53,10632,Carnation Police Dept,WA,12,1841.0,0.0,0,0.0,0,0,40.0,12,23.0,5,0.0,0.0,0.0,0.0,0.0,2172.7,651.8,1249.3,271.6,carnation,"carnation, wa"
,,,,53,10633,Caroline County Sheriff Office,WA,12,,33.0,1,8.0,7,17,382.0,87,284.0,11,,,,,,,,,,caroline county,"caroline county, wa"
,,,,53,10634,Carroll County Sheriff Office,WA,12,,19.0,0,4.0,1,14,383.0,82,279.0,22,,,,,,,,,,carroll county,"carroll county, wa"
,,castle rock city,10565,53,10635,Castle Rock Police Dept,WA,12,2002.0,4.0,0,1.0,1,2,66.0,12,49.0,5,199.8,0.0,50.0,50.0,99.9,3296.7,599.4,2447.6,249.8,castle rock,"castle rock, wa"
,,,,53,10636,Castleton Police Dept,WA,12,4692.0,12.0,0,0.0,0,12,77.0,16,55.0,6,255.8,0.0,0.0,0.0,255.8,1641.1,341.0,1172.2,127.9,castleton,"castleton, wa"
,,,,53,10637,Cedar Bluff Police Dept,WA,7,1140.0,0.0,0,0.0,0,0,4.0,2,1.0,1,,,,,,,,,,cedar bluff,"cedar bluff, wa"
,,centralia city,11160,53,10638,Centralia Police Dept,WA,12,16593.0,80.0,2,12.0,18,48,796.0,183,559.0,54,482.1,12.1,72.3,108.5,289.3,4797.2,1102.9,3368.9,325.4,centralia,"centralia, wa"
,,,,53,10639,Charles City County Sheriff Office,WA,12,,4.0,0,0.0,0,4,8.0,1,7.0,0,,,,,,,,,,charles city county,"charles city county, wa"
,,,,53,10640,Charlotte County Sheriff Department,WA,12,,21.0,1,4.0,3,13,132.0,46,85.0,1,,,,,,,,,,charlotte county,"charlotte county, wa"
,,,,53,10641,Charlottesville Police Dept,WA,12,43991.0,198.0,2,17.0,50,129,1502.0,162,1246.0,94,450.1,4.5,38.6,113.7,293.2,3414.3,368.3,2832.4,213.7,charlottesville,"charlottesville, wa"
,,,,53,10642,Chase City Police Dept,WA,12,2368.0,4.0,0,0.0,2,2,75.0,10,62.0,3,168.9,0.0,0.0,84.5,84.5,3167.2,422.3,2618.2,126.7,chase city,"chase city, wa"
,,,,53,10643,Chatham Police Dept,WA,12,1272.0,0.0,0,0.0,0,0,14.0,2,12.0,0,0.0,0.0,0.0,0.0,0.0,1100.6,157.2,943.4,0.0,chatham,"chatham, wa"
,,chehalis city,11475,53,10644,Chehalis Police Dept,WA,12,7371.0,20.0,0,4.0,4,12,433.0,46,376.0,11,271.3,0.0,54.3,54.3,162.8,5874.4,624.1,5101.1,149.2,chehalis,"chehalis, wa"
chelan county,007,,,53,10645,Chelan County Sheriff Office,WA,12,,37.0,1,6.0,6,24,620.0,194,397.0,29,,,,,,,,,,chelan county,"chelan county, wa"
,,cheney city,11825,53,10646,Cheney Police Dept,WA,12,10747.0,28.0,0,4.0,7,17,340.0,80,242.0,18,260.5,0.0,37.2,65.1,158.2,3163.7,744.4,2251.8,167.5,cheney,"cheney, wa"
,,,,53,10647,Chesapeake Police Dept,WA,12,227531.0,839.0,12,36.0,202,589,6292.0,1034,4979.0,279,368.7,5.3,15.8,88.8,258.9,2765.3,454.4,2188.3,122.6,chesapeake,"chesapeake, wa"
,,,,53,10648,Chester Town Police Dept,WA,12,3151.0,3.0,0,0.0,0,3,36.0,18,18.0,0,95.2,0.0,0.0,0.0,95.2,1142.5,571.2,571.2,0.0,chester town,"chester town, wa"
,,,,53,10649,Chesterfield County Police Department,WA,12,,394.0,10,52.0,149,183,6869.0,1669,4914.0,286,,,,,,,,,,chesterfield county,"chesterfield county, wa"
,,chewelah city,12140,53,10650,Chewelah Police Dept,WA,12,2632.0,6.0,0,0.0,0,6,89.0,18,68.0,3,228.0,0.0,0.0,0.0,228.0,3381.5,683.9,2583.6,114.0,chewelah,"chewelah, wa"
,,,,53,10651,Chilhowie Police Dept,WA,12,1792.0,0.0,0,0.0,0,0,57.0,5,50.0,2,0.0,0.0,0.0,0.0,0.0,3180.8,279.0,2790.2,111.6,chilhowie,"chilhowie, wa"
,,,,53,10652,Chincoteague Police Dept,WA,12,2989.0,5.0,0,1.0,1,3,61.0,5,50.0,6,167.3,0.0,33.5,33.5,100.4,2040.8,167.3,1672.8,200.7,chincoteague,"chincoteague, wa"
,,,,53,10653,Christiansburg Police Dept,WA,12,21262.0,30.0,0,7.0,4,19,675.0,87,576.0,12,141.1,0.0,32.9,18.8,89.4,3174.7,409.2,2709.1,56.4,christiansburg,"christiansburg, wa"
clallam county,009,,,53,10654,Clallam County Sheriff Office,WA,12,,72.0,4,9.0,11,48,880.0,302,543.0,35,,,,,,,,,,clallam county,"clallam county, wa"
clark county,011,,,53,10655,Clark County Sheriff Department,WA,12,,283.0,2,46.0,51,184,3987.0,1155,2297.0,535,,,,,,,,,,clark county,"clark county, wa"
,,,,53,10656,Clarke County Sheriff Office,WA,12,,16.0,0,1.0,0,15,139.0,40,94.0,5,,,,,,,,,,clarke county,"clarke county, wa"
,,clarkston city,12630,53,10657,Clarkston Police Dept,WA,12,7403.0,21.0,0,0.0,5,16,520.0,43,460.0,17,283.7,0.0,0.0,67.5,216.1,7024.2,580.8,6213.7,229.6,clarkston,"clarkston, wa"
,,,,53,10658,Clarksville Police Dept,WA,12,1149.0,2.0,0,0.0,0,2,25.0,7,18.0,0,174.1,0.0,0.0,0.0,174.1,2175.8,609.2,1566.6,0.0,clarksville,"clarksville, wa"
,,cle elum city,12945,53,10659,Cle Elum Police Dept,WA,12,2845.0,3.0,0,0.0,1,2,128.0,30,94.0,4,105.4,0.0,0.0,35.1,70.3,4499.1,1054.5,3304.0,140.6,cle elum,"cle elum, wa"
,,,,53,10660,Clifton Forge Police Dept,WA,12,3909.0,6.0,0,1.0,0,5,94.0,19,73.0,2,153.5,0.0,25.6,0.0,127.9,2404.7,486.1,1867.5,51.2,clifton forge,"clifton forge, wa"
,,,,53,10661,Clintwood Police Dept,WA,12,1414.0,1.0,0,0.0,0,1,35.0,7,28.0,0,70.7,0.0,0.0,0.0,70.7,2475.2,495.0,1980.2,0.0,clintwood,"clintwood, wa"
,,clyde hill city,13365,53,10662,Clyde Hill Police Dept,WA,12,3077.0,2.0,0,0.0,0,2,27.0,7,20.0,0,65.0,0.0,0.0,0.0,65.0,877.5,227.5,650.0,0.0,clyde hill,"clyde hill, wa"
,,,,53,10663,Coeburn Police Dept,WA,12,2168.0,11.0,0,3.0,2,6,78.0,15,60.0,3,507.4,0.0,138.4,92.3,276.8,3597.8,691.9,2767.5,138.4,coeburn,"coeburn, wa"
,,,,53,10664,Abbotsford Police Dept,WA,12,4181.0,2.0,0,0.0,0,2,52.0,12,39.0,1,47.8,0.0,0.0,0.0,47.8,1243.7,287.0,932.8,23.9,abbotsford,"abbotsford, wa"
,,,,53,10665,Colchester Police Dept,WA,12,17153.0,21.0,0,2.0,3,16,609.0,182,418.0,9,122.4,0.0,11.7,17.5,93.3,3550.4,1061.0,2436.9,52.5,colchester,"colchester, wa"
,,colfax city,13785,53,10666,Colfax Police Dept,WA,12,2867.0,2.0,0,1.0,0,1,45.0,13,30.0,2,69.8,0.0,34.9,0.0,34.9,1569.6,453.4,1046.4,69.8,colfax,"colfax, wa"
,,,,53,10667,Town Of College Place Police Dept,WA,12,8975.0,10.0,0,3.0,1,6,212.0,31,166.0,15,111.4,0.0,33.4,11.1,66.9,2362.1,345.4,1849.6,167.1,town of college place,"town of college place, wa"
,,,,53,10668,Colonial Beach Police Dept,WA,12,3609.0,8.0,1,2.0,0,5,31.0,1,28.0,2,221.7,27.7,55.4,0.0,138.5,859.0,27.7,775.8,55.4,colonial beach,"colonial beach, wa"
,,,,53,10669,Colonial Heights Police Dept,WA,12,17632.0,40.0,0,2.0,9,29,976.0,57,878.0,41,226.9,0.0,11.3,51.0,164.5,5535.4,323.3,4979.6,232.5,colonial heights,"colonial heights, wa"
,,colton town,13890,53,10670,Colton Police Dept,WA,4,427.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,colton,"colton, wa"
